STRING	STRING
Config_npcData_2_821616	阿拉斯加级
Config_npcData_2_821617	前卫级
Config_npcData_2_821618	马可尼级
Config_npcData_2_821619	H42型
Config_npcData_2_821620	中途岛级
Config_oceanCruiseAchievement_5_1	累计巡航24小时
Config_oceanCruiseAchievement_5_2	累计巡航72小时
Config_oceanCruiseAchievement_5_3	累计巡航360小时
Config_oceanCruiseAchievement_5_4	累计巡航600小时
Config_oceanCruiseAchievement_5_5	累计巡航1800小时
Config_oceanCruiseAchievement_5_6	累计巡航5400小时
Config_oceanCruiseAchievement_5_7	累计巡航10000小时
Config_oceanCruiseAchievement_5_8	累计巡航25000小时
Config_oceanCruiseAchievement_5_9	累计巡航50000小时
Config_oceanCruisePortData_1_1	1号军港
Config_oceanCruisePortData_4_1	索马里海盗
Config_oceanCruisePortData_7_1	驱逐1号军港的海盗，可派遣舰船巡航，巡航时可几率发现金币、科技点、宝箱等道具资源！
Config_oceanCruisePortData_1_2	2号军港
Config_oceanCruisePortData_4_2	马六甲海盗
Config_oceanCruisePortData_7_2	驱逐2号军港的海盗，可派遣舰船巡航，巡航时可几率发现金币、科技点、宝箱等道具资源！
Config_oceanCruisePortData_1_3	3号军港
Config_oceanCruisePortData_4_3	加勒比海盗
Config_oceanCruisePortData_7_3	驱逐3号军港的海盗，可派遣舰船巡航，巡航时可几率发现经验勋章、天赋点等经验勋章等道具资源！
Config_oceanCruisePortData_1_4	4号军港
Config_oceanCruisePortData_4_4	巴拿马武装海盗
Config_oceanCruisePortData_7_4	驱逐4号军港的海盗，可派遣舰船巡航，巡航时可几率发现精工、精工原料等道具资源！
Config_oceanCruisePortData_1_5	5号冶炼厂
Config_oceanCruisePortData_4_5	无政府武装海盗
Config_oceanCruisePortData_7_5	驱逐5号冶炼厂的海盗，可冶炼精密部件、精密仪器等道具，冶炼时可几率发现设计图纸、理论手册等道具资源！
Config_oceanCruiseType_1_1	普通巡航
Config_oceanCruiseType_1_2	高级巡航
Config_oceanCruiseType_1_3	普通冶炼
Config_oceanCruiseType_1_4	高级冶炼
Config_paperData_1_1	衣阿华级
Config_paperData_1_2	大和级
Config_paperData_1_3	埃塞克斯级
Config_paperData_1_4	齐柏林伯爵级
Config_paperData_1_5	英王乔治五世级
Config_paperData_1_6	俾斯麦级
Config_paperData_1_7	大凤级
Config_paperData_1_8	长门级
Config_paperData_1_9	云龙级
Config_paperData_1_10	科罗拉多级
Config_paperData_1_11	纳尔逊级
Config_paperData_1_12	勇敢级
Config_paperData_1_13	翔鹤级
Config_paperData_1_14	皇家方舟级
Config_paperData_1_15	北卡罗来纳级
Config_paperData_1_16	沙恩霍斯特级
Config_paperData_1_17	黄蜂级
Config_paperData_1_18	南达科他级
Config_paperData_1_19	阿拉斯加级
Config_paperData_1_20	列克星敦级
Config_paperData_1_21	光辉级
Config_paperData_1_22	声望级
Config_paperData_1_23	约克城级
Config_paperData_1_24	加贺级
Config_paperData_1_25	维托里奥级
Config_paperData_1_26	赤城级
Config_paperData_1_27	敦刻尔克级
Config_paperData_1_28	黎赛留级
Config_paperData_1_29	苍龙级
Config_paperData_1_30	胡德级
Config_paperData_1_31	塞德利茨级
Config_paperData_1_32	宾夕法尼亚级
Config_paperData_1_33	田纳西级
Config_paperData_1_34	复仇级
Config_paperData_1_35	加富尔伯爵级
Config_paperData_1_36	飞鹰级
Config_paperData_1_37	金刚级
Config_paperData_1_38	凯撒级
Config_paperData_1_39	独立级
Config_paperData_1_40	大鹰级
Config_paperData_1_41	布列塔尼级
Config_paperData_1_42	新墨西哥级
Config_paperData_1_43	甘古特级
Config_paperData_1_44	德意志级
Config_paperData_1_45	马肯森级
Config_paperData_1_46	国王级
Config_paperData_1_47	巨人级
Config_paperData_1_48	玛丽亚皇后级
Config_paperData_1_49	扶桑级
Config_paperData_1_50	巴伐利亚级
Config_paperData_1_51	德弗林格尔级
Config_paperData_1_52	安德烈亚级
Config_paperData_1_53	XXI型
Config_paperData_1_54	伊势级
Config_paperData_1_55	内华达级
Config_paperData_1_56	德梅因级
Config_paperData_1_57	伊丽莎白女王级
Config_paperData_1_58	天鹰级
Config_paperData_1_59	快速级
Config_paperData_1_60	丁鲷级
Config_paperData_1_61	阿贺野级
Config_paperData_1_62	罗马统帅级
Config_paperData_1_63	XXIII型
Config_paperData_1_64	克里夫兰级
Config_paperData_1_65	重牙鲷级
Config_paperData_1_66	肯特级
Config_paperData_1_67	利根级
Config_paperData_1_68	卡多纳级
Config_paperData_1_69	南安普敦级
Config_paperData_1_70	亚特兰大级
Config_paperData_1_71	虎级
Config_paperData_1_72	絮弗伦级
Config_paperData_1_73	爱丁堡级
Config_paperData_1_74	奥斯塔公爵级
Config_paperData_1_75	波特兰级
Config_paperData_1_76	高雄级
Config_paperData_1_77	阿尔及利亚级
Config_paperData_1_78	北安普敦级
Config_paperData_1_79	大淀级
Config_paperData_1_80	俄勒冈级
Config_paperData_1_81	诺福克级
Config_paperData_1_82	约克级
Config_paperData_1_83	潜特型
Config_paperData_1_84	布鲁克林级
Config_paperData_1_85	迪凯斯纳级
Config_paperData_1_86	鲨鱼级
Config_paperData_1_87	纽伦堡级
Config_paperData_1_88	特伦托级
Config_paperData_1_89	博尔扎诺级
Config_paperData_1_90	祥凤级
Config_paperData_1_91	黛朵级
Config_paperData_1_92	蒙特库克利级
Config_paperData_1_93	妙高级
Config_paperData_1_94	新奥尔良级
Config_paperData_1_95	莱比锡级
Config_paperData_1_96	希佩尔海军上将级
Config_paperData_1_97	格洛斯特级
Config_paperData_1_98	斯维尔德洛夫级
Config_paperData_1_99	伦敦级
Config_paperData_1_100	林仙级
Config_paperData_1_101	扎拉级
Config_paperData_1_102	彭萨克拉级
Config_paperData_1_103	阿布鲁齐公爵级
Config_paperData_1_104	法戈级
Config_paperData_1_105	卡萨布兰卡级
Config_paperData_1_106	千岁级
Config_paperData_1_107	巴尔的摩级
Config_paperData_1_108	香取级
Config_paperData_1_109	拉加利索尼埃级
Config_paperData_1_110	竞技神级
Config_paperData_1_111	巡潜型
Config_paperData_1_112	科尔贝级
Config_paperData_1_113	Ⅸ型
Config_paperData_1_114	A级
Config_paperData_1_115	博格级
Config_paperData_1_116	女战神级
Config_paperData_1_117	德格拉斯级
Config_paperData_1_118	最上级
Config_paperData_1_119	斐济级
Config_paperData_1_120	伍斯特级
Config_paperData_1_121	威奇塔级
Config_paperData_1_122	L级
Config_paperData_1_123	索尔达蒂级
Config_paperData_1_124	T级
Config_paperData_1_125	莫加多尔级
Config_paperData_1_126	空想级
Config_paperData_1_127	诗人级
Config_paperData_1_128	勒日豆塔布级
Config_paperData_1_129	柯尼斯堡级
Config_paperData_1_130	部族级
Config_paperData_1_131	卡帕耶夫级
Config_paperData_1_132	基洛夫级
Config_paperData_1_133	秋月级
Config_paperData_1_134	本森级
Config_paperData_1_135	青叶级
Config_paperData_1_136	1936年A级
Config_paperData_1_137	基林级
Config_paperData_1_138	战斗级
Config_paperData_1_139	1936年级
Config_paperData_1_140	Ⅶ型
Config_paperData_1_141	朝潮级
Config_paperData_1_142	白露级
Config_paperData_1_143	P级
Config_paperData_1_144	岛风级
Config_paperData_1_145	海大型
Config_paperData_1_146	J级
Config_paperData_1_147	阳炎级
Config_paperData_1_148	萨姆纳级
Config_paperData_1_149	红色高加索级
Config_paperData_1_150	格立夫斯级
Config_paperData_1_151	西姆斯级
Config_paperData_1_152	O级
Config_paperData_1_153	N级
Config_paperData_1_154	弗莱彻级
Config_paperData_1_155	夕云级
Config_paperData_1_156	古鹰级
Config_paperData_1_157	西北风级
Config_paperData_1_158	Q级
Config_paperData_1_159	1936年B级
Config_paperData_1_160	R级
Config_paperData_1_161	格帕德级
Config_paperData_1_162	格里德利级
Config_paperData_1_163	达尔多级
Config_paperData_1_164	航海家级
Config_paperData_1_165	奎因蒂诺级
Config_paperData_1_166	睦月级
Config_paperData_1_167	吹雪级
Config_paperData_1_168	法拉格特级
Config_paperData_1_169	F级
Config_paperData_1_170	C级
Config_paperData_1_171	B级
Config_paperData_1_172	美洲虎级
Config_paperData_1_173	波特级
Config_paperData_1_174	海妖级
Config_paperData_1_175	Ⅱ型
Config_paperData_1_176	峰风级
Config_paperData_1_177	纳扎里奥级
Config_paperData_1_178	食人鲨级
Config_paperData_1_179	橘级
Config_paperData_1_180	S级
Config_paperData_1_181	D级
Config_paperData_1_182	E级
Config_paperData_1_183	马汉级
Config_paperData_1_184	旋风级
Config_paperData_1_185	U级
Config_paperData_1_186	1934年级
Config_paperData_1_187	松级
Config_paperData_1_188	H级
Config_paperData_1_189	鹰级
Config_paperData_1_190	初春级
Config_paperData_1_191	海沃克兰级
Config_paperData_1_192	狮级
Config_paperData_1_193	G级
Config_paperData_1_194	神风级
Config_paperData_1_195	蒙大拿级
Config_paperData_1_196	改大和级
Config_paperData_1_197	中途岛级
Config_paperData_1_198	XXVI型
Config_paperData_1_199	马耳他级
Config_paperData_1_200	信浓级
Config_paperData_1_201	H42型
Config_paperData_1_202	前卫级
Config_paperData_1_203	超大和级
Config_paperData_1_204	B航舰
Config_paperData_1_205	狮级
Config_paperData_1_206	福莱斯特级
Config_paperData_1_207	阿尔萨斯级
Config_paperData_1_208	苏联级
Config_paperData_1_209	飞龙级
Config_paperData_1_210	ⅨD2型
Config_paperData_1_211	24型
Config_paperData_1_212	鹦鹉螺号
Config_paperData_1_213	喀琅施塔得级
Config_paperData_1_214	半人马级
Config_paperData_1_215	鞍山级
Config_paperData_1_216	天城级
Config_paperData_1_217	H44型
Config_paperData_1_218	马可尼级
Config_paperData_1_219	瓦良格号
Config_paperData_1_220	035型
Config_paperData_1_221	密苏里号
Config_paperData_1_222	N3级
Config_paperData_1_223	斯大林格勒号
Config_paperPieceData_1_1	衣阿华级
Config_paperPieceData_5_1	衣阿华级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_1	衣阿华级碎片
Config_paperPieceData_1_2	大和级
Config_paperPieceData_5_2	大和级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_2	大和级碎片
Config_paperPieceData_1_3	埃塞克斯级
Config_paperPieceData_5_3	埃塞克斯级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_3	埃塞克斯级碎片
Config_paperPieceData_1_4	齐柏林伯爵级
Config_paperPieceData_5_4	齐柏林伯爵级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_4	齐柏林伯爵级碎片
Config_paperPieceData_1_5	英王乔治五世级
Config_paperPieceData_5_5	英王乔治五世级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_5	英王乔治五世级碎片
Config_paperPieceData_1_6	俾斯麦级
Config_paperPieceData_5_6	俾斯麦级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_6	俾斯麦级碎片
Config_paperPieceData_1_7	大凤级
Config_paperPieceData_5_7	大凤级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_7	大凤级碎片
Config_paperPieceData_1_8	长门级
Config_paperPieceData_5_8	长门级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_8	长门级碎片
Config_paperPieceData_1_9	云龙级
Config_paperPieceData_5_9	云龙级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_9	云龙级碎片
Config_paperPieceData_1_10	科罗拉多级
Config_paperPieceData_5_10	科罗拉多级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_10	科罗拉多级碎片
Config_paperPieceData_1_11	纳尔逊级
Config_paperPieceData_5_11	纳尔逊级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_11	纳尔逊级碎片
Config_paperPieceData_1_12	勇敢级
Config_paperPieceData_5_12	勇敢级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_12	勇敢级碎片
Config_paperPieceData_1_13	翔鹤级
Config_paperPieceData_5_13	翔鹤级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_13	翔鹤级碎片
Config_paperPieceData_1_14	皇家方舟级
Config_paperPieceData_5_14	皇家方舟级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_14	皇家方舟级碎片
Config_paperPieceData_1_15	北卡罗来纳级
Config_paperPieceData_5_15	北卡罗来纳级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_15	北卡罗来纳级碎片
Config_paperPieceData_1_16	沙恩霍斯特级
Config_paperPieceData_5_16	沙恩霍斯特级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_16	沙恩霍斯特级碎片
Config_paperPieceData_1_17	黄蜂级
Config_paperPieceData_5_17	黄蜂级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_17	黄蜂级碎片
Config_paperPieceData_1_18	南达科他级
Config_paperPieceData_5_18	南达科他级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_18	南达科他级碎片
Config_paperPieceData_1_19	阿拉斯加级
Config_paperPieceData_5_19	阿拉斯加级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_19	阿拉斯加级碎片
Config_paperPieceData_1_20	列克星敦级
Config_paperPieceData_5_20	列克星敦级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_20	列克星敦级碎片
Config_paperPieceData_1_21	光辉级
Config_paperPieceData_5_21	光辉级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_21	光辉级碎片
Config_paperPieceData_1_22	声望级
Config_paperPieceData_5_22	声望级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_22	声望级碎片
Config_paperPieceData_1_23	约克城级
Config_paperPieceData_5_23	约克城级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_23	约克城级碎片
Config_paperPieceData_1_24	加贺级
Config_paperPieceData_5_24	加贺级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_24	加贺级碎片
Config_paperPieceData_1_25	维托里奥级
Config_paperPieceData_5_25	维托里奥级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_25	维托里奥级碎片
Config_paperPieceData_1_26	赤城级
Config_paperPieceData_5_26	赤城级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_26	赤城级碎片
Config_paperPieceData_1_27	敦刻尔克级
Config_paperPieceData_5_27	敦刻尔克级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_27	敦刻尔克级碎片
Config_paperPieceData_1_28	黎赛留级
Config_paperPieceData_5_28	黎赛留级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_28	黎赛留级碎片
Config_paperPieceData_1_29	苍龙级
Config_paperPieceData_5_29	苍龙级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_29	苍龙级碎片
Config_paperPieceData_1_30	胡德级
Config_paperPieceData_5_30	胡德级图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_30	胡德级碎片
Config_paperPieceData_1_31	塞德利茨级
Config_paperPieceData_5_31	塞德利茨级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_31	塞德利茨级碎片
Config_paperPieceData_1_32	宾夕法尼亚级
Config_paperPieceData_5_32	宾夕法尼亚级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_32	宾夕法尼亚级碎片
Config_paperPieceData_1_33	田纳西级
Config_paperPieceData_5_33	田纳西级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_33	田纳西级碎片
Config_paperPieceData_1_34	复仇级
Config_paperPieceData_5_34	复仇级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_34	复仇级碎片
Config_paperPieceData_1_35	加富尔伯爵级
Config_paperPieceData_5_35	加富尔伯爵级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_35	加富尔伯爵级碎片
Config_paperPieceData_1_36	飞鹰级
Config_paperPieceData_5_36	飞鹰级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_36	飞鹰级碎片
Config_paperPieceData_1_37	金刚级
Config_paperPieceData_5_37	金刚级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_37	金刚级碎片
Config_paperPieceData_1_38	凯撒级
Config_paperPieceData_5_38	凯撒级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_38	凯撒级碎片
Config_paperPieceData_1_39	独立级
Config_paperPieceData_5_39	独立级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_39	独立级碎片
Config_paperPieceData_1_40	大鹰级
Config_paperPieceData_5_40	大鹰级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_40	大鹰级碎片
Config_paperPieceData_1_41	布列塔尼级
Config_paperPieceData_5_41	布列塔尼级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_41	布列塔尼级碎片
Config_paperPieceData_1_42	新墨西哥级
Config_paperPieceData_5_42	新墨西哥级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_42	新墨西哥级碎片
Config_paperPieceData_1_43	甘古特级
Config_paperPieceData_5_43	甘古特级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_43	甘古特级碎片
Config_paperPieceData_1_44	德意志级
Config_paperPieceData_5_44	德意志级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_44	德意志级碎片
Config_paperPieceData_1_45	马肯森级
Config_paperPieceData_5_45	马肯森级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_45	马肯森级碎片
Config_paperPieceData_1_46	国王级
Config_paperPieceData_5_46	国王级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_46	国王级碎片
Config_paperPieceData_1_47	巨人级
Config_paperPieceData_5_47	巨人级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_47	巨人级碎片
Config_paperPieceData_1_48	玛丽亚皇后级
Config_paperPieceData_5_48	玛丽亚皇后级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_48	玛丽亚皇后级碎片
Config_paperPieceData_1_49	扶桑级
Config_paperPieceData_5_49	扶桑级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_49	扶桑级碎片
Config_paperPieceData_1_50	巴伐利亚级
Config_paperPieceData_5_50	巴伐利亚级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_50	巴伐利亚级碎片
Config_paperPieceData_1_51	德弗林格尔级
Config_paperPieceData_5_51	德弗林格尔级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_51	德弗林格尔级碎片
Config_paperPieceData_1_52	安德烈亚级
Config_paperPieceData_5_52	安德烈亚级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_52	安德烈亚级碎片
Config_paperPieceData_1_53	XXI型
Config_paperPieceData_5_53	XXI型图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_53	XXI型碎片
Config_paperPieceData_1_54	伊势级
Config_paperPieceData_5_54	伊势级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_54	伊势级碎片
Config_paperPieceData_1_55	内华达级
Config_paperPieceData_5_55	内华达级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_55	内华达级碎片
Config_paperPieceData_1_56	德梅因级
Config_paperPieceData_5_56	德梅因级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_56	德梅因级碎片
Config_paperPieceData_1_57	伊丽莎白女王级
Config_paperPieceData_5_57	伊丽莎白女王级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_57	伊丽莎白女王级碎片
Config_paperPieceData_1_58	天鹰级
Config_paperPieceData_5_58	天鹰级图纸碎片，集齐20个后可合成该舰船图纸
Config_paperPieceData_6_58	天鹰级碎片
Config_paperPieceData_1_59	快速级
Config_paperPieceData_5_59	快速级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_59	快速级碎片
Config_paperPieceData_1_60	丁鲷级
Config_paperPieceData_5_60	丁鲷级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_60	丁鲷级碎片
Config_paperPieceData_1_61	阿贺野级
Config_paperPieceData_5_61	阿贺野级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_61	阿贺野级碎片
Config_paperPieceData_1_62	罗马统帅级
Config_paperPieceData_5_62	罗马统帅级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_62	罗马统帅级碎片
Config_paperPieceData_1_63	XXIII型
Config_paperPieceData_5_63	XXIII型图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_63	XXIII型碎片
Config_paperPieceData_1_64	克里夫兰级
Config_paperPieceData_5_64	克里夫兰级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_64	克里夫兰级碎片
Config_paperPieceData_1_65	重牙鲷级
Config_paperPieceData_5_65	重牙鲷级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_65	重牙鲷级碎片
Config_paperPieceData_1_66	肯特级
Config_paperPieceData_5_66	肯特级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_66	肯特级碎片
Config_paperPieceData_1_67	利根级
Config_paperPieceData_5_67	利根级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_67	利根级碎片
Config_paperPieceData_1_68	卡多纳级
Config_paperPieceData_5_68	卡多纳级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_68	卡多纳级碎片
Config_paperPieceData_1_69	南安普敦级
Config_paperPieceData_5_69	南安普敦级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_69	南安普敦级碎片
Config_paperPieceData_1_70	亚特兰大级
Config_paperPieceData_5_70	亚特兰大级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_70	亚特兰大级碎片
Config_paperPieceData_1_71	虎级
Config_paperPieceData_5_71	虎级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_71	虎级碎片
Config_paperPieceData_1_72	絮弗伦级
Config_paperPieceData_5_72	絮弗伦级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_72	絮弗伦级碎片
Config_paperPieceData_1_73	爱丁堡级
Config_paperPieceData_5_73	爱丁堡级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_73	爱丁堡级碎片
Config_paperPieceData_1_74	奥斯塔公爵级
Config_paperPieceData_5_74	奥斯塔公爵级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_74	奥斯塔公爵级碎片
Config_paperPieceData_1_75	波特兰级
Config_paperPieceData_5_75	波特兰级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_75	波特兰级碎片
Config_paperPieceData_1_76	高雄级
Config_paperPieceData_5_76	高雄级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_76	高雄级碎片
Config_paperPieceData_1_77	阿尔及利亚级
Config_paperPieceData_5_77	阿尔及利亚级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_77	阿尔及利亚级碎片
Config_paperPieceData_1_78	北安普敦级
Config_paperPieceData_5_78	北安普敦级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_78	北安普敦级碎片
Config_paperPieceData_1_79	大淀级
Config_paperPieceData_5_79	大淀级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_79	大淀级碎片
Config_paperPieceData_1_80	俄勒冈级
Config_paperPieceData_5_80	俄勒冈级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_80	俄勒冈级碎片
Config_paperPieceData_1_81	诺福克级
Config_paperPieceData_5_81	诺福克级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_81	诺福克级碎片
Config_paperPieceData_1_82	约克级
Config_paperPieceData_5_82	约克级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_82	约克级碎片
Config_paperPieceData_1_83	潜特型
Config_paperPieceData_5_83	潜特型图纸碎片，集齐30个后可合成该舰船图纸
Config_paperPieceData_6_83	潜特型碎片
Config_paperPieceData_1_84	布鲁克林级
Config_paperPieceData_5_84	布鲁克林级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_84	布鲁克林级碎片
Config_paperPieceData_1_85	迪凯斯纳级
Config_paperPieceData_5_85	迪凯斯纳级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_85	迪凯斯纳级碎片
Config_paperPieceData_1_86	鲨鱼级
Config_paperPieceData_5_86	鲨鱼级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_86	鲨鱼级碎片
Config_paperPieceData_1_87	纽伦堡级
Config_paperPieceData_5_87	纽伦堡级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_87	纽伦堡级碎片
Config_paperPieceData_1_88	特伦托级
Config_paperPieceData_5_88	特伦托级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_88	特伦托级碎片
Config_paperPieceData_1_89	博尔扎诺级
Config_paperPieceData_5_89	博尔扎诺级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_89	博尔扎诺级碎片
Config_paperPieceData_1_90	祥凤级
Config_paperPieceData_5_90	祥凤级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_90	祥凤级碎片
Config_paperPieceData_1_91	黛朵级
Config_paperPieceData_5_91	黛朵级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_91	黛朵级碎片
Config_paperPieceData_1_92	蒙特库克利级
Config_paperPieceData_5_92	蒙特库克利级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_92	蒙特库克利级碎片
Config_paperPieceData_1_93	妙高级
Config_paperPieceData_5_93	妙高级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_93	妙高级碎片
Config_paperPieceData_1_94	新奥尔良级
Config_paperPieceData_5_94	新奥尔良级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_94	新奥尔良级碎片
Config_paperPieceData_1_95	莱比锡级
Config_paperPieceData_5_95	莱比锡级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_95	莱比锡级碎片
Config_paperPieceData_1_96	希佩尔海军上将级
Config_paperPieceData_5_96	希佩尔海军上将级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_96	希佩尔海军上将级碎片
Config_paperPieceData_1_97	格洛斯特级
Config_paperPieceData_5_97	格洛斯特级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_97	格洛斯特级碎片
Config_paperPieceData_1_98	斯维尔德洛夫级
Config_paperPieceData_5_98	斯维尔德洛夫级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_98	斯维尔德洛夫级碎片
Config_paperPieceData_1_99	伦敦级
Config_paperPieceData_5_99	伦敦级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_99	伦敦级碎片
Config_paperPieceData_1_100	林仙级
Config_paperPieceData_5_100	林仙级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_100	林仙级碎片
Config_paperPieceData_1_101	扎拉级
Config_paperPieceData_5_101	扎拉级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_101	扎拉级碎片
Config_paperPieceData_1_102	彭萨克拉级
Config_paperPieceData_5_102	彭萨克拉级图纸碎片，集齐10个后可合成该舰船图纸
Config_paperPieceData_6_102	彭萨克拉级碎片
Config_paperPieceData_1_103	阿布鲁齐公爵级
